time,voltage
1737189670.5522,29.9676642
1737189671.5846,29.9705341
1737189672.6148,29.9676964
1737189673.6907,29.9697781
1737189674.726,29.9705731
1737189675.7552,29.9677189
1737189676.8067,29.9702631
1737189677.8372,29.9706778
1737189678.8692,29.9677822
1737189679.9369,29.9708689
1737189680.9662,29.9680434
1737189681.9921,29.9704615
1737189683.0723,29.9683509
1737189684.1288,29.9695808
1737189685.156,29.9701801
1737189686.1875,29.967706
1737189687.2543,29.9708969
1737189688.2814,29.9676327
1737189689.3099,29.9705901
1737189690.3681,29.9678033
1737189691.3969,29.969847
1737189692.4236,29.9690049
1737189693.4925,29.9700936
1737189694.5233,29.9682039
1737189695.5481,29.9705797
1737189696.6178,29.9676959
1737189697.6449,29.9708466
1737189698.6692,29.970437
1737189699.746,29.9676726
1737189700.7753,29.9676776
1737189701.8048,29.970493
1737189702.864,29.9674662
1737189703.8968,29.9677631
1737189704.9223,29.970556
1737189705.9969,29.9678094
1737189707.0181,29.9705351
1737189708.0442,29.9691751
1737189709.1238,29.96801
1737189710.1485,29.9676564
1737189711.1775,29.9706644
1737189712.2067,29.967595
1737189713.2368,29.9705818
1737189714.314,29.9678231
1737189715.3405,29.9687785
1737189716.3728,29.9680255
1737189717.4392,29.9699868
1737189718.467,29.9680481
1737189719.4954,29.9700317
1737189720.5644,29.9676362
1737189721.5922,29.9707654
1737189722.6216,29.9676522
1737189723.6839,29.9679945
1737189724.7139,29.9706982
1737189725.7397,29.9677225
1737189726.8041,29.9704873
1737189727.8264,29.9699965
1737189728.8549,29.9693342
1737189729.9276,29.9682761
1737189730.9534,29.9700644
1737189731.9856,29.9680065
1737189733.0527,29.9702323
1737189734.1056,29.9683643
1737189735.1698,29.970505
1737189736.1974,29.9677702
1737189737.2182,29.9677577
1737189738.2386,29.9678875
1737189739.3072,29.9707619
1737189740.3366,29.9692538
1737189741.3597,29.967959
1737189742.3955,29.969902
1737189743.4558,29.9696728
1737189744.4871,29.9703221
1737189745.5165,29.9676484
1737189746.5762,29.9698434
1737189747.6005,29.9698855
1737189748.6269,29.9707351
1737189749.6971,29.9677415
1737189750.7191,29.9694292
1737189751.7409,29.9702894
1737189752.8105,29.968112
1737189753.8496,29.9681611
1737189754.8767,29.9687425
1737189755.9469,29.970512
1737189756.9821,29.9687272
1737189758.007,29.9701204
1737189759.0732,29.9677857
1737189760.1121,29.9676505
1737189761.1429,29.9708002
1737189762.2072,29.9676517
1737189763.2305,29.967591
1737189764.2527,29.9677077
1737189765.3322,29.9706314
1737189766.3637,29.9705151
1737189767.3946,29.9678435
1737189768.4181,29.9698251
1737189769.4475,29.9688633
1737189770.5175,29.9682197
1737189771.5564,29.968167
1737189772.5867,29.9703446
1737189773.6543,29.9682589
1737189774.6869,29.9703282
1737189775.7169,29.9675577
1737189776.7769,29.9705778
1737189777.8018,29.969646
1737189778.8271,29.9705203
1737189779.8949,29.9685432
1737189780.9265,29.9685406
1737189781.9498,29.9699462
1737189783.017,29.9675678
1737189784.0443,29.9693591
1737189785.0736,29.9705219
